Scenario,Sector,Year,Value
IEA-WEO-AP_2021,Industry,2022,8.921048
IEA-WEO-AP_2021,Industry,2023,9.013492
IEA-WEO-AP_2021,Industry,2024,9.105936
IEA-WEO-AP_2021,Industry,2025,9.19838
IEA-WEO-AP_2021,Industry,2026,9.290824
IEA-WEO-AP_2021,Industry,2027,9.383268
IEA-WEO-AP_2021,Industry,2028,9.475712
IEA-WEO-AP_2021,Industry,2029,9.568156
IEA-WEO-AP_2021,Industry,2030,9.6606
IEA-WEO-AP_2021,Industry,2031,9.490313
IEA-WEO-AP_2021,Industry,2032,9.320026
IEA-WEO-AP_2021,Industry,2033,9.149739
IEA-WEO-AP_2021,Industry,2034,8.979452
IEA-WEO-AP_2021,Industry,2035,8.809165
IEA-WEO-AP_2021,Industry,2036,8.638878
IEA-WEO-AP_2021,Industry,2037,8.468591
IEA-WEO-AP_2021,Industry,2038,8.298304
IEA-WEO-AP_2021,Industry,2039,8.128017
IEA-WEO-AP_2021,Industry,2040,7.95773
IEA-WEO-AP_2021,Industry,2041,7.810274
IEA-WEO-AP_2021,Industry,2042,7.662818
IEA-WEO-AP_2021,Industry,2043,7.515362
IEA-WEO-AP_2021,Industry,2044,7.367906
IEA-WEO-AP_2021,Industry,2045,7.22045
IEA-WEO-AP_2021,Industry,2046,7.072994
IEA-WEO-AP_2021,Industry,2047,6.925538
IEA-WEO-AP_2021,Industry,2048,6.778082
IEA-WEO-AP_2021,Industry,2049,6.630626
IEA-WEO-AP_2021,Industry,2050,6.48317
IEA-WEO-AP_2021,Transportation,2020,7.10204
IEA-WEO-AP_2021,Transportation,2021,7.206703
IEA-WEO-AP_2021,Transportation,2022,7.311366
IEA-WEO-AP_2021,Transportation,2023,7.416029
IEA-WEO-AP_2021,Transportation,2024,7.520692
IEA-WEO-AP_2021,Transportation,2025,7.625355
IEA-WEO-AP_2021,Transportation,2026,7.730018
IEA-WEO-AP_2021,Transportation,2027,7.834681
IEA-WEO-AP_2021,Transportation,2028,7.939344
IEA-WEO-AP_2021,Transportation,2029,8.044007
IEA-WEO-AP_2021,Transportation,2030,8.14867
IEA-WEO-AP_2021,Transportation,2031,8.03499
IEA-WEO-AP_2021,Transportation,2032,7.92131
IEA-WEO-AP_2021,Transportation,2033,7.80763
IEA-WEO-AP_2021,Transportation,2034,7.69395
IEA-WEO-AP_2021,Transportation,2035,7.58027
IEA-WEO-AP_2021,Transportation,2036,7.46659
IEA-WEO-AP_2021,Transportation,2037,7.35291
IEA-WEO-AP_2021,Transportation,2038,7.23923
IEA-WEO-AP_2021,Transportation,2039,7.12555
IEA-WEO-AP_2021,Transportation,2040,7.01187
IEA-WEO-AP_2021,Transportation,2041,6.944597
IEA-WEO-AP_2021,Transportation,2042,6.877324
IEA-WEO-AP_2021,Transportation,2043,6.810051
IEA-WEO-AP_2021,Transportation,2044,6.742778
IEA-WEO-AP_2021,Transportation,2045,6.675505
IEA-WEO-AP_2021,Transportation,2046,6.608232
IEA-WEO-AP_2021,Transportation,2047,6.540959
IEA-WEO-AP_2021,Transportation,2048,6.473686
IEA-WEO-AP_2021,Transportation,2049,6.406413
IEA-WEO-AP_2021,Transportation,2050,6.33914
